"0 nothing
","1 someone
"
1,[0.00000053 0.9999995 ]
1,[0.00000062 0.9999994 ]
1,[0.00000145 0.99999857]
1,[0.00000077 0.9999993 ]
1,[0.00000041 0.99999964]
1,[0.00000087 0.99999917]
1,[0.00000424 0.9999957 ]
1,[0.00000078 0.99999917]
1,[0.00000092 0.99999905]
1,[0.00000013 0.9999999 ]
1,[0.00000058 0.9999994 ]
1,[0.00000588 0.99999416]
1,[0.00000644 0.99999356]
1,[0.00000273 0.99999726]
1,[0.00000073 0.9999993 ]
1,[0.00000005 1.        ]
1,[0.00000023 0.99999976]
1,[0.00000091 0.99999905]
1,[0.00000032 0.99999964]
1,[0.00000006 0.9999999 ]
1,[0.00000059 0.9999994 ]
1,[0.00000005 1.        ]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
1,[0. 1.]
